New_York_State_Statewide_COVID-19_Testing (1),,,,,,
Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Infection Rate
04/01/2020,Niagara,30,76,89,367,
04/01/2020,Oneida,11,61,82,587,
04/01/2020,Onondaga,17,234,191,"3,616",
04/01/2020,Ontario,2,26,29,346,
04/01/2020,Orange,237,"1,993",628,"5,752",
04/01/2020,Orleans,0,6,11,127,
04/01/2020,Oswego,5,22,80,423,
04/01/2020,Otsego,2,21,17,194,
04/01/2020,Putnam,9,216,46,923,
04/01/2020,Queens,"1,366","16,268","2,157","28,952",
04/01/2020,Rensselaer,10,53,42,"1,204",
04/01/2020,Richmond,279,"3,467",559,"7,719",
04/01/2020,Rockland,430,"3,751",904,"9,111",
04/01/2020,Saratoga,10,132,69,"1,789",
04/01/2020,Schenectady,8,101,31,"1,194",
04/01/2020,Schoharie,0,8,10,101,
04/01/2020,Schuyler,1,3,8,75,
04/01/2020,Seneca,2,4,14,95,
04/01/2020,St. Lawrence,5,39,30,448,
04/01/2020,Steuben,5,43,25,309,
04/01/2020,Suffolk,"1,141","8,746","2,148","21,453",
04/01/2020,Sullivan,22,143,96,857,
04/01/2020,Tioga,0,7,14,154,
04/01/2020,Tompkins,6,74,126,"1,292",
04/01/2020,Ulster,19,240,118,"1,503",
04/01/2020,Warren,0,18,9,478,
04/01/2020,Washington,2,12,9,280,
04/01/2020,Wayne,3,27,28,345,
04/01/2020,Westchester,884,"11,567","1,891","39,081",
04/01/2020,Wyoming,4,14,12,137,
04/01/2020,Yates,1,1,8,62,
03/31/2020,Albany,14,240,108,"3,704",
03/31/2020,Allegany,2,9,10,135,
03/31/2020,Bronx,"1,095","8,861","1,818","18,157",
03/31/2020,Broome,4,42,35,368,
03/31/2020,Cattaraugus,1,7,12,163,
03/31/2020,Cayuga,0,3,9,246,
03/31/2020,Chautauqua,0,6,9,116,
03/31/2020,Chemung,2,22,42,335,
03/31/2020,Chenango,7,26,20,95,
03/31/2020,Clinton,4,25,21,211,
03/31/2020,Columbia,1,31,12,375,
03/31/2020,Cortland,0,8,12,350,
03/31/2020,Delaware,4,20,13,127,
03/31/2020,Dutchess,63,547,196,"2,562",
03/31/2020,Erie,26,464,119,"2,207",
03/31/2020,Essex,2,6,8,87,
03/31/2020,Franklin,0,9,9,115,
03/31/2020,Fulton,1,2,5,129,
03/31/2020,Genesee,3,13,28,182,
03/31/2020,Greene,2,18,9,230,
03/31/2020,Hamilton,0,2,0,14,
03/31/2020,Herkimer,0,12,4,83,
03/31/2020,Jefferson,0,12,14,365,
03/31/2020,Kings,"1,198","13,115","2,011","25,819",
03/31/2020,Lewis,0,2,3,67,
03/31/2020,Livingston,1,14,24,147,
03/31/2020,Madison,10,51,55,309,
03/31/2020,Monroe,57,349,356,"3,599",
03/31/2020,Montgomery,0,7,4,147,
03/31/2020,Nassau,"1,010","9,554","1,845","22,400",
03/31/2020,New York,497,"7,373","1,015","18,597",
03/31/2020,Niagara,4,46,13,278,
03/31/2020,Oneida,10,50,58,505,
03/31/2020,Onondaga,23,217,163,"3,425",
03/31/2020,Ontario,2,24,37,317,
03/31/2020,Orange,200,"1,756",477,"5,124",
03/31/2020,Orleans,0,6,6,116,
03/31/2020,Oswego,2,17,27,343,
03/31/2020,Otsego,1,19,19,177,
03/31/2020,Putnam,21,207,57,877,
03/31/2020,Queens,"1,211","14,902","1,871","26,795",
03/31/2020,Rensselaer,2,43,19,"1,162",
03/31/2020,Richmond,299,"3,188",616,"7,160",
03/31/2020,Rockland,458,"3,321",930,"8,207",
03/31/2020,Saratoga,14,122,78,"1,720",
03/31/2020,Schenectady,8,93,22,"1,163",
03/31/2020,Schoharie,2,8,7,91,
03/31/2020,Schuyler,0,2,1,67,
03/31/2020,Seneca,0,2,1,81,
03/31/2020,St. Lawrence,4,34,32,418,
03/31/2020,Steuben,14,38,56,284,
03/31/2020,Suffolk,892,"7,605","1,620","19,305",
03/31/2020,Sullivan,12,121,55,761,
03/31/2020,Tioga,0,7,15,140,
03/31/2020,Tompkins,2,68,15,"1,166",
03/31/2020,Ulster,10,221,51,"1,385",
03/31/2020,Warren,0,18,7,469,
03/31/2020,Washington,0,10,5,271,
03/31/2020,Wayne,5,24,33,317,
03/31/2020,Westchester,716,"10,683","1,567","37,190",
03/31/2020,Wyoming,1,10,10,125,
03/31/2020,Yates,0,0,7,54,
03/30/2020,Albany,9,226,72,"3,596",
03/30/2020,Allegany,0,7,4,125,
03/30/2020,Bronx,804,"7,766","1,341","16,339",
03/30/2020,Broome,3,38,48,333,
03/30/2020,Cattaraugus,0,6,5,151,
03/30/2020,Cayuga,0,3,10,237,
03/30/2020,Chautauqua,1,6,9,107,
03/30/2020,Chemung,5,20,47,293,
03/30/2020,Chenango,2,19,9,75,
03/30/2020,Clinton,4,21,9,190,
03/30/2020,Columbia,4,30,14,363,
03/30/2020,Cortland,0,8,9,338,
03/30/2020,Delaware,5,16,11,114,
03/30/2020,Dutchess,92,484,300,"2,366",
03/30/2020,Erie,62,438,189,"2,088",
03/30/2020,Essex,0,4,5,79,
03/30/2020,Franklin,3,9,10,106,
03/30/2020,Fulton,0,1,5,124,
03/30/2020,Genesee,1,10,24,154,
03/30/2020,Greene,6,16,15,221,
03/30/2020,Hamilton,0,2,0,14,
03/30/2020,Herkimer,0,12,1,79,
03/30/2020,Jefferson,1,12,19,351,
03/30/2020,Kings,"1,888","11,917","3,113","23,808",
03/30/2020,Lewis,0,2,5,64,
03/30/2020,Livingston,1,13,10,123,
03/30/2020,Madison,7,41,39,254,
03/30/2020,Monroe,50,292,383,"3,243",
03/30/2020,Montgomery,1,7,8,143,
03/30/2020,Nassau,"1,200","8,544","2,261","20,555",
03/30/2020,New York,648,"6,876","1,422","17,582",
03/30/2020,Niagara,1,42,15,265,
03/30/2020,Oneida,6,40,57,447,
03/30/2020,Onondaga,14,194,139,"3,262",
03/30/2020,Ontario,2,22,26,280,
03/30/2020,Orange,121,"1,556",306,"4,647",
03/30/2020,Orleans,2,6,14,110,
03/30/2020,Oswego,1,15,30,316,
03/30/2020,Otsego,1,18,8,158,
03/30/2020,Putnam,19,186,71,820,
03/30/2020,Queens,"2,022","13,691","3,325","24,924",
03/30/2020,Rensselaer,1,41,20,"1,143",
03/30/2020,Richmond,324,"2,889",691,"6,544",
03/30/2020,Rockland,352,"2,863",739,"7,277",
03/30/2020,Saratoga,3,108,23,"1,642",
03/30/2020,Schenectady,5,85,33,"1,141",
03/30/2020,Schoharie,0,6,4,84,
03/30/2020,Schuyler,0,2,6,66,
03/30/2020,Seneca,2,2,7,80,
03/30/2020,St. Lawrence,17,30,74,386,
03/30/2020,Steuben,5,24,39,228,
03/30/2020,Suffolk,922,"6,713","1,857","17,685",
03/30/2020,Sullivan,8,109,33,706,
03/30/2020,Tioga,3,7,21,125,
03/30/2020,Tompkins,0,66,18,"1,151",
03/30/2020,Ulster,21,211,123,"1,334",
03/30/2020,Warren,0,18,6,462,
03/30/2020,Washington,3,10,7,266,
03/30/2020,Wayne,4,19,28,284,
03/30/2020,Westchester,641,"9,967","1,515","35,623",
03/30/2020,Wyoming,1,9,13,115,
03/30/2020,Yates,0,0,3,47,
03/29/2020,Albany,12,217,61,"3,524",
03/29/2020,Allegany,1,7,7,121,
03/29/2020,Bronx,658,"6,962","1,160","14,998",
03/29/2020,Broome,6,35,36,285,
03/29/2020,Cattaraugus,2,6,7,146,
03/29/2020,Cayuga,1,3,37,227,
03/29/2020,Chautauqua,0,5,3,98,
03/29/2020,Chemung,0,15,7,246,
03/29/2020,Chenango,2,17,7,66,
03/29/2020,Clinton,4,17,19,181,
03/29/2020,Columbia,3,26,26,349,
03/29/2020,Cortland,2,8,48,329,
03/29/2020,Delaware,3,11,12,103,
03/29/2020,Dutchess,72,392,227,"2,066",
03/29/2020,Erie,18,376,67,"1,899",
03/29/2020,Essex,0,4,3,74,
03/29/2020,Franklin,0,6,14,96,
03/29/2020,Fulton,0,1,12,119,
03/29/2020,Genesee,0,9,12,130,
03/29/2020,Greene,3,10,13,206,
03/29/2020,Hamilton,0,2,0,14,
03/29/2020,Herkimer,2,12,8,78,
03/29/2020,Jefferson,4,11,100,332,
03/29/2020,Kings,"1,011","10,029","1,627","20,695",
03/29/2020,Lewis,0,2,16,59,
03/29/2020,Livingston,2,12,10,113,
03/29/2020,Madison,10,34,30,215,
03/29/2020,Monroe,23,242,129,"2,860",
03/29/2020,Montgomery,0,6,2,135,
03/29/2020,Nassau,899,"7,344","1,830","18,294",
03/29/2020,New York,422,"6,228",788,"16,160",
03/29/2020,Niagara,3,41,6,250,
03/29/2020,Oneida,8,34,26,390,
03/29/2020,Onondaga,28,180,206,"3,123",
03/29/2020,Ontario,2,20,16,254,
03/29/2020,Orange,188,"1,435",394,"4,341",
03/29/2020,Orleans,1,4,11,96,
03/29/2020,Oswego,6,14,53,286,
03/29/2020,Otsego,7,17,16,150,
03/29/2020,Putnam,23,167,63,749,
03/29/2020,Queens,"1,258","11,669","1,915","21,599",
03/29/2020,Rensselaer,1,40,25,"1,123",
03/29/2020,Richmond,336,"2,565",711,"5,853",
03/29/2020,Rockland,302,"2,511",604,"6,538",
03/29/2020,Saratoga,3,105,15,"1,619",
03/29/2020,Schenectady,4,80,12,"1,108",
03/29/2020,Schoharie,1,6,3,80,
03/29/2020,Schuyler,1,2,6,60,
03/29/2020,Seneca,0,0,5,73,
03/29/2020,St. Lawrence,1,13,44,312,
03/29/2020,Steuben,2,19,8,189,
03/29/2020,Suffolk,768,"5,791","1,598","15,828",
03/29/2020,Sullivan,13,101,53,673,
03/29/2020,Tioga,0,4,15,104,
03/29/2020,Tompkins,14,66,157,"1,133",
03/29/2020,Ulster,44,190,194,"1,211",
03/29/2020,Warren,0,18,3,456,
03/29/2020,Washington,0,7,10,259,
03/29/2020,Wayne,3,15,24,256,
03/29/2020,Westchester,807,"9,326","1,595","34,108",
03/29/2020,Wyoming,0,8,7,102,
03/29/2020,Yates,0,0,2,44,
03/28/2020,Albany,10,205,73,"3,463",
03/28/2020,Allegany,4,6,12,114,
03/28/2020,Bronx,901,"6,304","1,529","13,838",
03/28/2020,Broome,6,29,45,249,
03/28/2020,Cattaraugus,3,4,13,139,
03/28/2020,Cayuga,0,2,32,190,
03/28/2020,Chautauqua,0,5,20,95,
03/28/2020,Chemung,3,15,25,239,
03/28/2020,Chenango,7,15,15,59,
03/28/2020,Clinton,1,13,18,162,
03/28/2020,Columbia,1,23,11,323,
03/28/2020,Cortland,1,6,28,281,
03/28/2020,Delaware,0,8,4,91,
03/28/2020,Dutchess,58,320,195,"1,839",
03/28/2020,Erie,40,358,126,"1,832",
03/28/2020,Essex,0,4,3,71,
03/28/2020,Franklin,2,6,9,82,
03/28/2020,Fulton,0,1,10,107,
03/28/2020,Genesee,2,9,6,118,
03/28/2020,Greene,0,7,6,193,
03/28/2020,Hamilton,0,2,0,14,
03/28/2020,Herkimer,1,10,14,70,
03/28/2020,Jefferson,1,7,52,232,
03/28/2020,Kings,973,"9,018","1,790","19,068",
03/28/2020,Lewis,2,2,7,43,
03/28/2020,Livingston,5,10,17,103,
03/28/2020,Madison,5,24,34,185,
03/28/2020,Monroe,27,219,282,"2,731",
03/28/2020,Montgomery,1,6,6,133,
03/28/2020,Nassau,908,"6,445","2,107","16,464",
03/28/2020,New York,590,"5,806","1,160","15,372",
03/28/2020,Niagara,5,38,18,244,
03/28/2020,Oneida,3,26,26,364,
03/28/2020,Onondaga,23,152,487,"2,917",
03/28/2020,Ontario,2,18,26,238,
03/28/2020,Orange,146,"1,247",373,"3,947",
03/28/2020,Orleans,0,3,3,85,
03/28/2020,Oswego,1,8,35,233,
03/28/2020,Otsego,3,10,21,134,
03/28/2020,Putnam,13,144,41,686,
03/28/2020,Queens,"1,136","10,411","1,845","19,684",
03/28/2020,Rensselaer,1,39,12,"1,098",
03/28/2020,Richmond,402,"2,229",878,"5,142",
03/28/2020,Rockland,313,"2,209",827,"5,934",
03/28/2020,Saratoga,6,102,51,"1,604",
03/28/2020,Schenectady,4,76,28,"1,096",
03/28/2020,Schoharie,0,5,5,77,
03/28/2020,Schuyler,0,1,7,54,
03/28/2020,Seneca,0,0,4,68,
03/28/2020,St. Lawrence,4,12,65,268,
03/28/2020,Steuben,4,17,22,181,
03/28/2020,Suffolk,885,"5,023","2,155","14,230",
03/28/2020,Sullivan,16,88,91,620,
03/28/2020,Tioga,0,4,21,89,
03/28/2020,Tompkins,7,52,128,976,
03/28/2020,Ulster,18,146,82,"1,017",
03/28/2020,Warren,5,18,38,453,
03/28/2020,Washington,1,7,20,249,
03/28/2020,Wayne,0,12,13,232,
03/28/2020,Westchester,644,"8,519","1,410","32,513",
03/28/2020,Wyoming,1,8,13,95,
03/28/2020,Yates,0,0,7,42,
03/27/2020,Albany,8,195,101,"3,390",
03/27/2020,Allegany,0,2,4,102,
03/27/2020,Bronx,846,"5,403","1,478","12,309",
03/27/2020,Broome,5,23,37,204,
03/27/2020,Cattaraugus,1,1,25,126,
03/27/2020,Cayuga,0,2,26,158,
03/27/2020,Chautauqua,4,5,19,75,
03/27/2020,Chemung,1,12,48,214,
03/27/2020,Chenango,4,8,13,44,
03/27/2020,Clinton,1,12,22,144,
03/27/2020,Columbia,2,22,15,312,
03/27/2020,Cortland,1,5,45,253,
03/27/2020,Delaware,0,8,13,87,
03/27/2020,Dutchess,37,262,200,"1,644",
03/27/2020,Erie,99,318,370,"1,706",
03/27/2020,Essex,0,4,5,68,
03/27/2020,Franklin,2,4,10,73,
03/27/2020,Fulton,0,1,10,97,
03/27/2020,Genesee,1,7,19,112,
03/27/2020,Greene,1,7,6,187,
03/27/2020,Hamilton,0,2,0,14,
03/27/2020,Herkimer,0,9,8,56,
03/27/2020,Jefferson,3,6,45,180,
03/27/2020,Kings,"1,238","8,045","2,254","17,278",
03/27/2020,Lewis,0,0,6,36,
03/27/2020,Livingston,2,5,11,86,
03/27/2020,Madison,2,19,28,151,
03/27/2020,Monroe,32,192,253,"2,449",
03/27/2020,Montgomery,0,5,10,127,
03/27/2020,Nassau,880,"5,537","1,827","14,357",
03/27/2020,New York,631,"5,216","1,314","14,212",
03/27/2020,Niagara,10,33,57,226,
03/27/2020,Oneida,10,23,43,338,
03/27/2020,Onondaga,14,129,352,"2,430",
03/27/2020,Ontario,2,16,34,212,
03/27/2020,Orange,190,"1,101",498,"3,574",
03/27/2020,Orleans,0,3,8,82,
03/27/2020,Oswego,3,7,38,198,
03/27/2020,Otsego,2,7,19,113,
03/27/2020,Putnam,20,131,84,645,
03/27/2020,Queens,"1,238","9,275","2,055","17,839",
03/27/2020,Rensselaer,3,38,37,"1,086",
03/27/2020,Richmond,415,"1,827",847,"4,264",
03/27/2020,Rockland,439,"1,896","1,078","5,107",
03/27/2020,Saratoga,14,96,82,"1,553",
03/27/2020,Schenectady,6,72,43,"1,068",
03/27/2020,Schoharie,2,5,9,72,
03/27/2020,Schuyler,1,1,6,47,
03/27/2020,Seneca,0,0,16,64,
03/27/2020,St. Lawrence,5,8,82,203,
03/27/2020,Steuben,1,13,27,159,
03/27/2020,Suffolk,753,"4,138","1,690","12,075",
03/27/2020,Sullivan,8,72,49,529,
03/27/2020,Tioga,2,4,18,68,
03/27/2020,Tompkins,19,45,182,848,
03/27/2020,Ulster,29,128,124,935,
03/27/2020,Warren,5,13,59,415,
03/27/2020,Washington,0,6,40,229,
03/27/2020,Wayne,1,12,32,219,
03/27/2020,Westchester,688,"7,875","1,588","31,103",
03/27/2020,Wyoming,0,7,15,82,
03/27/2020,Yates,0,0,10,35,
03/26/2020,Albany,16,187,112,"3,289",
03/26/2020,Allegany,0,2,9,98,
03/26/2020,Bronx,829,"4,557","1,428","10,831",
03/26/2020,Broome,2,18,25,167,
03/26/2020,Cattaraugus,0,0,13,101,
03/26/2020,Cayuga,0,2,25,132,
03/26/2020,Chautauqua,0,1,20,56,
03/26/2020,Chemung,4,11,48,166,
03/26/2020,Chenango,1,4,6,31,
03/26/2020,Clinton,0,11,6,122,
03/26/2020,Columbia,7,20,20,297,
03/26/2020,Cortland,2,4,34,208,
03/26/2020,Delaware,1,8,7,74,
03/26/2020,Dutchess,35,225,155,"1,444",
03/26/2020,Erie,85,219,348,"1,336",
03/26/2020,Essex,0,4,6,63,
03/26/2020,Franklin,1,2,11,63,
03/26/2020,Fulton,0,1,5,87,
03/26/2020,Genesee,2,6,21,93,
03/26/2020,Greene,1,6,11,181,
03/26/2020,Hamilton,0,2,0,14,
03/26/2020,Herkimer,2,9,9,48,
03/26/2020,Jefferson,0,3,23,135,
03/26/2020,Kings,"1,106","6,807","1,905","15,024",
03/26/2020,Lewis,0,0,5,30,
03/26/2020,Livingston,0,3,8,75,
03/26/2020,Madison,8,17,23,123,
03/26/2020,Monroe,21,160,232,"2,196",
03/26/2020,Montgomery,0,5,7,117,
03/26/2020,Nassau,743,"4,657","1,412","12,530",
03/26/2020,New York,523,"4,585","1,062","12,898",
03/26/2020,Niagara,9,23,55,169,
03/26/2020,Oneida,0,13,41,295,
03/26/2020,Onondaga,32,115,444,"2,078",
03/26/2020,Ontario,3,14,29,178,
03/26/2020,Orange,160,911,394,"3,076",
03/26/2020,Orleans,1,3,11,74,
03/26/2020,Oswego,0,4,18,160,
03/26/2020,Otsego,2,5,12,94,
03/26/2020,Putnam,17,111,47,561,
03/26/2020,Queens,"1,324","8,037","2,115","15,784",
03/26/2020,Rensselaer,3,35,26,"1,049",
03/26/2020,Richmond,223,"1,412",413,"3,417",
03/26/2020,Rockland,260,"1,457",588,"4,029",
03/26/2020,Saratoga,9,82,69,"1,471",
03/26/2020,Schenectady,4,66,41,"1,025",
03/26/2020,Schoharie,1,3,3,63,
03/26/2020,Schuyler,0,0,8,41,
03/26/2020,Seneca,0,0,11,48,
03/26/2020,St. Lawrence,1,3,29,121,
03/26/2020,Steuben,1,12,25,132,
03/26/2020,Suffolk,650,"3,385","1,333","10,385",
03/26/2020,Sullivan,11,64,62,480,
03/26/2020,Tioga,0,2,10,50,
03/26/2020,Tompkins,4,26,109,666,
03/26/2020,Ulster,21,99,83,811,
03/26/2020,Warren,6,8,54,356,
03/26/2020,Washington,2,6,19,189,
03/26/2020,Wayne,3,11,27,187,
03/26/2020,Westchester,"1,243","7,187","3,227","29,515",
03/26/2020,Wyoming,0,7,14,67,
03/26/2020,Yates,0,0,2,25,
03/25/2020,Albany,19,171,93,"3,177",
03/25/2020,Allegany,0,2,6,89,
03/25/2020,Bronx,838,"3,728","1,770","9,403",
03/25/2020,Broome,5,16,37,142,
03/25/2020,Cattaraugus,0,0,12,88,
03/25/2020,Cayuga,0,2,13,107,
03/25/2020,Chautauqua,0,1,4,36,
03/25/2020,Chemung,6,7,57,118,
03/25/2020,Chenango,0,3,1,25,
03/25/2020,Clinton,1,11,16,116,
03/25/2020,Columbia,1,13,22,277,
03/25/2020,Cortland,0,2,41,174,
03/25/2020,Delaware,2,7,12,67,
03/25/2020,Dutchess,37,190,209,"1,289",
03/25/2020,Erie,12,134,116,988,
03/25/2020,Essex,0,4,7,57,
03/25/2020,Franklin,0,1,5,52,
03/25/2020,Fulton,0,1,2,82,
03/25/2020,Genesee,2,4,19,72,
03/25/2020,Greene,1,5,11,170,
03/25/2020,Hamilton,0,2,0,14,
03/25/2020,Herkimer,2,7,6,39,
03/25/2020,Jefferson,1,3,31,112,
03/25/2020,Kings,755,"5,701","1,550","13,119",
03/25/2020,Lewis,0,0,5,25,
03/25/2020,Livingston,0,3,15,67,
03/25/2020,Madison,2,9,28,100,
03/25/2020,Monroe,21,139,255,"1,964",
03/25/2020,Montgomery,1,5,5,110,
03/25/2020,Nassau,629,"3,914","1,735","11,118",
03/25/2020,New York,542,"4,062","1,232","11,836",
03/25/2020,Niagara,2,14,10,114,
03/25/2020,Oneida,4,13,22,254,
03/25/2020,Onondaga,18,83,266,"1,634",
03/25/2020,Ontario,2,11,21,149,
03/25/2020,Orange,113,751,322,"2,682",
03/25/2020,Orleans,0,2,11,63,
03/25/2020,Oswego,2,4,25,142,
03/25/2020,Otsego,1,3,6,82,
03/25/2020,Putnam,11,94,75,514,
03/25/2020,Queens,"1,238","6,713","2,110","13,669",
03/25/2020,Rensselaer,1,32,22,"1,023",
03/25/2020,Richmond,164,"1,189",293,"3,004",
03/25/2020,Rockland,229,"1,197",567,"3,441",
03/25/2020,Saratoga,9,73,55,"1,402",
03/25/2020,Schenectady,7,62,32,984,
03/25/2020,Schoharie,0,2,2,60,
03/25/2020,Schuyler,0,0,1,33,
03/25/2020,Seneca,0,0,6,37,
03/25/2020,St. Lawrence,1,2,14,92,
03/25/2020,Steuben,3,11,30,107,
03/25/2020,Suffolk,475,"2,735","1,189","9,052",
03/25/2020,Sullivan,14,53,53,418,
03/25/2020,Tioga,1,2,12,40,
03/25/2020,Tompkins,6,22,89,557,
03/25/2020,Ulster,13,78,71,728,
03/25/2020,Warren,0,2,16,302,
03/25/2020,Washington,0,4,18,170,
03/25/2020,Wayne,1,8,37,160,
03/25/2020,Westchester,"1,253","5,944","5,951","26,288",
03/25/2020,Wyoming,3,7,9,53,
03/25/2020,Yates,0,0,1,23,
03/24/2020,Albany,6,152,198,"3,084",
03/24/2020,Allegany,0,2,5,83,
03/24/2020,Bronx,611,"2,890","1,188","7,633",
03/24/2020,Broome,2,11,13,105,
03/24/2020,Cattaraugus,0,0,3,76,
03/24/2020,Cayuga,0,2,5,94,
03/24/2020,Chautauqua,1,1,3,32,
03/24/2020,Chemung,0,1,5,61,
03/24/2020,Chenango,0,3,6,24,
03/24/2020,Clinton,2,10,14,100,
03/24/2020,Columbia,1,12,15,255,
03/24/2020,Cortland,0,2,3,133,
03/24/2020,Delaware,2,5,5,55,
03/24/2020,Dutchess,29,153,146,"1,080",
03/24/2020,Erie,15,122,114,872,
03/24/2020,Essex,1,4,6,50,
03/24/2020,Franklin,1,1,4,47,
03/24/2020,Fulton,0,1,4,80,
03/24/2020,Genesee,1,2,7,53,
03/24/2020,Greene,0,4,3,159,
03/24/2020,Hamilton,0,2,1,14,
03/24/2020,Herkimer,1,5,5,33,
03/24/2020,Jefferson,0,2,13,81,
03/24/2020,Kings,779,"4,946","1,474","11,569",
03/24/2020,Lewis,0,0,0,20,
03/24/2020,Livingston,0,3,9,52,
03/24/2020,Madison,2,7,15,72,
03/24/2020,Monroe,22,118,172,"1,709",
03/24/2020,Montgomery,1,4,5,105,
03/24/2020,Nassau,416,"3,285",896,"9,383",
03/24/2020,New York,442,"3,520","1,065","10,604",
03/24/2020,Niagara,1,12,16,104,
03/24/2020,Oneida,1,9,48,232,
03/24/2020,Onondaga,5,65,124,"1,368",
03/24/2020,Ontario,2,9,19,128,
03/24/2020,Orange,140,638,298,"2,360",
03/24/2020,Orleans,0,2,7,52,
03/24/2020,Oswego,0,2,13,117,
03/24/2020,Otsego,1,2,5,76,
03/24/2020,Putnam,16,83,51,439,
03/24/2020,Queens,"1,010","5,475","1,736","11,559",
03/24/2020,Rensselaer,1,31,26,"1,001",
03/24/2020,Richmond,110,"1,025",223,"2,711",
03/24/2020,Rockland,297,968,592,"2,874",
03/24/2020,Saratoga,4,64,69,"1,347",
03/24/2020,Schenectady,9,55,53,952,
03/24/2020,Schoharie,1,2,3,58,
03/24/2020,Schuyler,0,0,0,32,
03/24/2020,Seneca,0,0,0,31,
03/24/2020,St. Lawrence,0,1,10,78,
03/24/2020,Steuben,3,8,13,77,
03/24/2020,Suffolk,380,"2,260",854,"7,863",
03/24/2020,Sullivan,9,39,23,365,
03/24/2020,Tioga,0,1,1,28,
03/24/2020,Tompkins,0,16,2,468,
03/24/2020,Ulster,18,65,81,657,
03/24/2020,Warren,0,2,52,286,
03/24/2020,Washington,1,4,25,152,
03/24/2020,Wayne,1,7,15,123,
03/24/2020,Westchester,800,"4,691","2,371","20,337",
03/24/2020,Wyoming,0,4,7,44,
03/24/2020,Yates,0,0,3,22,
03/23/2020,Albany,19,146,144,"2,886",
03/23/2020,Allegany,0,2,2,78,
03/23/2020,Bronx,455,"2,279",970,"6,445",
03/23/2020,Broome,2,9,18,92,
03/23/2020,Cattaraugus,0,0,12,73,
03/23/2020,Cayuga,0,2,10,89,
03/23/2020,Chautauqua,0,0,4,29,
03/23/2020,Chemung,1,1,17,56,
03/23/2020,Chenango,0,3,3,18,
03/23/2020,Clinton,2,8,17,86,
03/23/2020,Columbia,1,11,10,240,
03/23/2020,Cortland,0,2,30,130,
03/23/2020,Delaware,0,3,5,50,
03/23/2020,Dutchess,24,124,111,934,
03/23/2020,Erie,20,107,100,758,
03/23/2020,Essex,0,3,11,44,
03/23/2020,Franklin,0,0,3,43,
03/23/2020,Fulton,0,1,11,76,
03/23/2020,Genesee,0,1,8,46,
03/23/2020,Greene,0,4,8,156,
03/23/2020,Hamilton,0,2,2,13,
03/23/2020,Herkimer,0,4,3,28,
03/23/2020,Jefferson,0,2,1,68,
03/23/2020,Kings,700,"4,167","1,422","10,095",
03/23/2020,Lewis,0,0,5,20,
03/23/2020,Livingston,0,3,1,43,
03/23/2020,Madison,1,5,10,57,
03/23/2020,Monroe,20,96,219,"1,537",
03/23/2020,Montgomery,0,3,5,100,
03/23/2020,Nassau,427,"2,869",993,"8,487",
03/23/2020,New York,405,"3,078",990,"9,539",
03/23/2020,Niagara,1,11,15,88,
03/23/2020,Oneida,1,8,24,184,
03/23/2020,Onondaga,8,60,129,"1,244",
03/23/2020,Ontario,1,7,13,109,
03/23/2020,Orange,109,498,340,"2,062",
03/23/2020,Orleans,2,2,9,45,
03/23/2020,Oswego,1,2,28,104,
03/23/2020,Otsego,0,1,11,71,
03/23/2020,Putnam,22,67,70,388,
03/23/2020,Queens,839,"4,465","1,518","9,823",
03/23/2020,Rensselaer,1,30,47,975,
03/23/2020,Richmond,200,915,487,"2,488",
03/23/2020,Rockland,79,671,315,"2,282",
03/23/2020,Saratoga,7,60,76,"1,278",
03/23/2020,Schenectady,2,46,50,899,
03/23/2020,Schoharie,0,1,1,55,
03/23/2020,Schuyler,0,0,8,32,
03/23/2020,Seneca,0,0,11,31,
03/23/2020,St. Lawrence,0,1,6,68,
03/23/2020,Steuben,1,5,2,64,
03/23/2020,Suffolk,422,"1,880","1,047","7,009",
03/23/2020,Sullivan,7,30,44,342,
03/23/2020,Tioga,0,1,3,27,
03/23/2020,Tompkins,1,16,111,466,
03/23/2020,Ulster,12,47,117,576,
03/23/2020,Warren,0,2,8,234,
03/23/2020,Washington,0,3,7,127,
03/23/2020,Wayne,0,6,17,108,
03/23/2020,Westchester,997,"3,891","3,282","17,966",
03/23/2020,Wyoming,0,4,8,37,
03/23/2020,Yates,0,0,3,19,
03/22/2020,Albany,4,127,197,"2,742",
03/22/2020,Allegany,0,2,39,76,
03/22/2020,Bronx,606,"1,824","1,276","5,475",
03/22/2020,Broome,4,7,20,74,
03/22/2020,Cattaraugus,0,0,14,61,
03/22/2020,Cayuga,2,2,33,79,
03/22/2020,Chautauqua,0,0,12,25,
03/22/2020,Chemung,0,0,17,39,
03/22/2020,Chenango,0,3,2,15,
03/22/2020,Clinton,2,6,12,69,
03/22/2020,Columbia,5,10,48,230,
03/22/2020,Cortland,1,2,55,100,
03/22/2020,Delaware,0,3,10,45,
03/22/2020,Dutchess,18,100,135,823,
03/22/2020,Erie,33,87,247,658,
03/22/2020,Essex,0,3,2,33,
03/22/2020,Franklin,0,0,8,40,
03/22/2020,Fulton,0,1,11,65,
03/22/2020,Genesee,0,1,2,38,
03/22/2020,Greene,2,4,32,148,
03/22/2020,Hamilton,0,2,0,11,
03/22/2020,Herkimer,0,4,6,25,
03/22/2020,Jefferson,1,2,20,67,
03/22/2020,Kings,702,"3,467","1,506","8,673",
03/22/2020,Lewis,0,0,4,15,
